spelling,count,looks_polish,locations
Algisij,1,False,example.txt:45145
Alincoroska,1,False,example.txt:1556
Alinowna,1,False,example.txt:46157
Allembek,2,False,example.txt:6054; example.txt:11609
Allochowic,1,False,example.txt:42810
Allochowicz,1,True,example.txt:42812
Almariami,1,False,example.txt:25026
Almarią,1,True,example.txt:25009
Almichowey,1,False,example.txt:50804
Almischek,1,False,example.txt:45145
Almizavey,1,False,example.txt:50790
Alphonsus,1,False,example.txt:40206
Alpnerowska,1,False,example.txt:47135
Alscher,1,False,example.txt:9286
Alsykoto,1,False,example.txt:44238
Alszkot,1,True,example.txt:46579
Alszkotowic,1,True,example.txt:46564
Altamistam,1,False,example.txt:5503
Altansionarium,1,False,example.txt:5503
Altaristae,1,False,example.txt:10079
Altaristam,1,False,example.txt:25387
Alternatori,1,False,example.txt:4599
Altheae,1,False,example.txt:9193
Althochouii,1,False,example.txt:42826
Alutary,1,False,example.txt:33620
Amadeiuis,1,False,example.txt:24944
Amatoriam,1,False,example.txt:20126
Ambeles,1,False,example.txt:16821
Amerstok,2,False,example.txt:16192; example.txt:16193
Ancanus,1,False,example.txt:43578
Anczowiensis,1,True,example.txt:39095
Andrusko,1,False,example.txt:4808
Andrzeionowska,2,True,example.txt:12729; example.txt:12738
Angermiy,1,False,example.txt:22526
Angielczyka,1,True,example.txt:28769
Angielskiey,1,False,example.txt:34042
Angstu,1,False,example.txt:18413
Anienbyskiego,1,False,example.txt:17317
Ankurbani,1,False,example.txt:42409
Anninci,1,False,example.txt:40281
Annofuturo,1,False,example.txt:19722
Antewrbani,1,False,example.txt:36499
Anthonina,1,False,example.txt:9830
Antiphij,1,False,example.txt:16192
Antmanna,1,False,example.txt:33955
Antraszek,1,True,example.txt:36243
Anxerima,1,False,example.txt:38502
Anzelmus,1,False,example.txt:12386
Apostata,2,False,example.txt:21872; example.txt:21892
Apostatae,1,False,example.txt:21895
Apostolonowski,1,False,example.txt:24770
Apostolowski,2,False,example.txt:51389; example.txt:52440
Apotecarius,1,False,example.txt:1153
Aprekans,1,False,example.txt:12066
Aptekarz,1,True,example.txt:10965
Aptekarza,1,True,example.txt:12627
Aptekarzem,1,True,example.txt:12053
Aptekarzowi,1,True,example.txt:672
Aquarii,2,False,example.txt:49053; example.txt:49054
Aquatius,2,False,example.txt:32408; example.txt:32409
Archimagistri,1,False,example.txt:800
Archimendritae,1,False,example.txt:36461
Architriclini,1,False,example.txt:39013
Arciwko,1,False,example.txt:2784
Arenator,2,False,example.txt:28453; example.txt:28474
Arendarza,1,True,example.txt:10845
Arfamiemu,1,False,example.txt:13331
Arielski,1,False,example.txt:36259
Armacaru,1,False,example.txt:38839
Armamentarii,1,False,example.txt:42080
Armatorem,1,False,example.txt:4420
Aronowi,1,False,example.txt:2226
Artykuły,2,True,example.txt:3708; example.txt:3719
Asembergi,1,False,example.txt:15589
Assiduos,1,False,example.txt:16922
Asteles,1,False,example.txt:32542
Astliactricz,1,True,example.txt:31958
Astoborowna,1,False,example.txt:50983
Athlacum,1,False,example.txt:14386
Atlasowe,1,False,example.txt:13841
Atłasu,1,True,example.txt:40721
Auciuersa,1,False,example.txt:13622
Audosuime,1,False,example.txt:11103
Audzbowig,1,True,example.txt:31997
Auersstok,2,False,example.txt:16291; example.txt:16292
Auerszt,1,True,example.txt:51354
Auetactio,1,False,example.txt:52828
Auirscziek,1,True,example.txt:24870
Austrowium,1,False,example.txt:13284
Autoluwic,1,False,example.txt:25678
Autumno,2,False,example.txt:48624; example.txt:51174
Autumnus,1,False,example.txt:46483
Auxentego,1,False,example.txt:23793
Awenigo,1,False,example.txt:18887
Awxentego,1,False,example.txt:13328
Axancowic,1,False,example.txt:21614
Axantomicz,1,True,example.txt:21631
Axantowic,1,False,example.txt:35166
Axantowicz,2,True,example.txt:8895; example.txt:35171
Axantowiczowey,1,True,example.txt:8888
Axantowiczu,1,True,example.txt:8899
Axantowna,1,False,example.txt:8970
Axantowne,1,False,example.txt:8959
Axantowny,1,False,example.txt:8944
Axentowicz,1,True,example.txt:32936
Axiomati,1,False,example.txt:20133
BALDUINUS,1,False,example.txt:48566
Babalio,1,False,example.txt:5102
Babczec,1,True,example.txt:40825
Babicczanie,1,True,example.txt:39929
Babiczowic,1,True,example.txt:5870
Babiczowska,2,True,example.txt:1622; example.txt:1641
Babisey,1,False,example.txt:33657
Babkami,1,False,example.txt:30431
Babymska,1,False,example.txt:45572
Bacalaureae,1,False,example.txt:32016
Bacalaureum,1,False,example.txt:33348
Bacalaureus,1,False,example.txt:33311
Bacalaurum,1,False,example.txt:49526
Baccalaurei,2,False,example.txt:18332; example.txt:48092
Baccalaureo,1,False,example.txt:33462
Baccalaureum,2,False,example.txt:18658; example.txt:46618
Baccalaureus,1,False,example.txt:45554
Bachczam,1,True,example.txt:29397
Baczuli,1,True,example.txt:30845
Baiaczek,1,True,example.txt:20817
Bairku,1,False,example.txt:13012
Balactowa,1,False,example.txt:20265
Balcerowa,1,False,example.txt:37804
Balcerowi,1,False,example.txt:33682
Balcertowic,1,False,example.txt:54
Balcertowit,1,False,example.txt:76
Baldinum,1,False,example.txt:48573
Baliczeromowska,1,True,example.txt:38473
Baliemgene,1,False,example.txt:13359
Baliowic,2,False,example.txt:8114; example.txt:8123
Balnerowi,1,False,example.txt:33165
Baltizerowic,1,False,example.txt:49478
Balwirc,1,False,example.txt:30698
Bambiomy,1,False,example.txt:30666
Bamelniana,1,False,example.txt:36257
Bankszowy,1,True,example.txt:17319
Banniciali,2,False,example.txt:42761; example.txt:42780
Bannicida,1,False,example.txt:51930
Bannicidarum,1,False,example.txt:51938
Banowikowic,1,False,example.txt:6592
Bantzy,1,False,example.txt:30532
Bapnikach,1,False,example.txt:3774
Bapruta,1,False,example.txt:45363
Baptimate,1,False,example.txt:38934
Barachsorit,1,False,example.txt:51575
Baralau,1,False,example.txt:32683
Baralaureo,1,False,example.txt:32264
Baralaureus,1,False,example.txt:32267
Baralawrzeo,1,True,example.txt:35815
Baraniego,1,False,example.txt:33627
Barankowych,1,False,example.txt:32971
Baranlaurent,1,False,example.txt:36063
Baratauro,1,False,example.txt:19755
BarbaraRedchus,1,False,example.txt:47313
Barbitonsor,1,False,example.txt:22314
Barcsimeus,1,False,example.txt:37036
Barczlawsky,1,True,example.txt:50853
Bardziej,1,True,example.txt:24658
Barmiszowce,1,True,example.txt:5599
Barnussowicze,1,True,example.txt:887
Barstowcz,1,True,example.txt:12392
Bartelsdolo,1,False,example.txt:1694
Barthoszowicowna,1,True,example.txt:23581
Barthramska,1,False,example.txt:10381
Bartłomieja,1,True,example.txt:40732
Basilea,1,False,example.txt:12685
Bastameci,1,False,example.txt:33031
Baszada,1,True,example.txt:30337
Baszcie,1,True,example.txt:38732
Baszkannik,1,True,example.txt:5232
Bauczisk,1,True,example.txt:47201
BauczkownaComparens,1,True,example.txt:7697
Bboiscon,1,False,example.txt:9053
Bebelczina,1,True,example.txt:25080
Bebelka,2,False,example.txt:24953; example.txt:25082
Bebelta,2,False,example.txt:24916; example.txt:24917
Bebniacym,1,False,example.txt:31950
Beceswic,1,False,example.txt:44295
Becthonego,1,False,example.txt:28768
Bednarskie,1,False,example.txt:36655
Bednarskiej,1,False,example.txt:36188
Bednarskiey,1,False,example.txt:38560
Bednarskow,1,False,example.txt:7847
Bedziosch,1,True,example.txt:44186
Bedziriot,1,True,example.txt:44214
Bekieska,1,False,example.txt:40716
Beldasynym,1,False,example.txt:44713
Beleianus,1,False,example.txt:17525
Belgeren,1,False,example.txt:38467
Beliono,1,False,example.txt:30524
Bellart,1,False,example.txt:1300
Bembkami,1,False,example.txt:32977
Bendykowi,1,False,example.txt:29927
Bendzierski,1,True,example.txt:29373
Benediger,1,False,example.txt:38881
Benneta,1,False,example.txt:22479
Beratońsskie,1,True,example.txt:37495
Berettem,1,False,example.txt:24707
Berinsko,1,False,example.txt:35959
Bernardinskie,1,False,example.txt:40713
Bernardyny,1,False,example.txt:30485
Bernburgensis,1,False,example.txt:44194
Bernecz,1,True,example.txt:39862
Berniemiem,1,False,example.txt:40564
Bernsfarge,1,False,example.txt:34433
Bernysla,1,False,example.txt:18716
Bersanni,1,False,example.txt:21265
Berunko,1,False,example.txt:30467
Berwonym,1,False,example.txt:36296
Besseren,1,False,example.txt:313
Beszynane,1,True,example.txt:36266
Beszynku,1,True,example.txt:37548
Bialeyglony,1,False,example.txt:30582
Bialklia,1,False,example.txt:40539
Białeygłowy,1,True,example.txt:30964
Bibouicii,1,False,example.txt:44323
Bidlowski,2,False,example.txt:6977; example.txt:6982
Biednich,1,False,example.txt:13831
Biedrzycki,1,True,example.txt:30828
Biedrzyckiego,1,True,example.txt:29878
Bielcznia,1,True,example.txt:7369
Bielmaczowski,1,True,example.txt:40351
Bielosersa,1,False,example.txt:10978
Bielosor,1,False,example.txt:45121
Bielososcen,2,False,example.txt:45111; example.txt:45117
Bielososcia,1,False,example.txt:45119
Bielsky,1,False,example.txt:38289
Bienkowskiemu,1,False,example.txt:22543
Biereri,1,False,example.txt:17931
Bierlada,1,False,example.txt:2224
Biersawy,1,False,example.txt:8261
Biezdziedzkiego,2,True,example.txt:8035; example.txt:8036
Bigoszowszka,1,True,example.txt:16101
Biliowska,2,False,example.txt:44449; example.txt:44466
Bilohoscien,1,False,example.txt:28600
Bilohoszcza,1,True,example.txt:28599
Bilskosien,1,False,example.txt:14683
Binnymi,1,False,example.txt:40476
Birfem,1,False,example.txt:30505
Birkorosski,1,False,example.txt:13651
Bisynek,1,False,example.txt:50999
Bitomien,1,False,example.txt:43382
Bitskow,1,False,example.txt:49790
Blabeioni,1,False,example.txt:29568
Blacheta,2,False,example.txt:356; example.txt:9930
Blachetka,1,False,example.txt:27184
Blaczstwa,1,True,example.txt:37858
Blazeiowiczu,1,True,example.txt:33596
Blazewic,1,False,example.txt:21239
BlazowsciCoram,1,False,example.txt:21562
Blenszteins,1,True,example.txt:44536
Bliechanzo,1,False,example.txt:17127
Blierbarczysins,1,True,example.txt:31665
Bliuisonskie,1,False,example.txt:35599
Blokerarius,1,False,example.txt:1178
Blutacium,2,False,example.txt:21790; example.txt:21805
Bmayitych,1,False,example.txt:33024
Bobrecen,2,False,example.txt:26429; example.txt:26434
Bobreckiego,1,False,example.txt:26407
Bobrscensi,1,False,example.txt:28640
Boczylek,1,True,example.txt:3335
Bodroc,1,False,example.txt:45827
Bodzienlis,1,True,example.txt:52720
Boetibo,1,False,example.txt:1346
Bogaczowszka,1,True,example.txt:28913
Bogathem,1,False,example.txt:37671
Boguslaski,1,False,example.txt:14960
Boguslaum,1,False,example.txt:14958
Bohdanowic,1,False,example.txt:3353
Bohdanowiczowna,2,True,example.txt:3359; example.txt:3365
Bohiawliemia,2,False,example.txt:29934; example.txt:29935
Bohojawliemia,1,False,example.txt:29937
Bojącz,1,True,example.txt:29709
Boleshice,2,False,example.txt:37251; example.txt:37253
Boleszan,1,True,example.txt:37249
Boloszomius,1,True,example.txt:32010
Bonaczewskiego,1,True,example.txt:26416
Bonarkowskie,1,False,example.txt:3860
Boniaruen,1,False,example.txt:41972
Bonkonie,1,False,example.txt:25355
Borglowa,1,False,example.txt:4547
Bornkonshkine,1,False,example.txt:25975
Bornski,1,False,example.txt:44424
Borsad,1,False,example.txt:2209
Borsicam,1,False,example.txt:9526
Bosdanowic,2,False,example.txt:3382; example.txt:3400
Bosdanum,1,False,example.txt:3379
Botwik,1,False,example.txt:33057
Boxnatorowicz,1,True,example.txt:24117
Boymianus,1,False,example.txt:27049
Boytroama,1,False,example.txt:36245
Bracatore,1,False,example.txt:9025
Braclapstal,1,False,example.txt:2328
Braclawskie,1,False,example.txt:44800
Bracstwo,1,False,example.txt:23425
Braitgam,1,False,example.txt:22521
Branecki,2,False,example.txt:35349; example.txt:35350
Brasiator,1,False,example.txt:42434
Brataiego,1,False,example.txt:10825
Bratersczej,1,True,example.txt:33858
Bratourt,1,False,example.txt:43910
Brenberg,1,False,example.txt:38871
Brenerski,1,False,example.txt:34378
Brentzbins,1,False,example.txt:9297
Breschi,1,False,example.txt:8403
Bretwicth,1,False,example.txt:40298
Bridzina,1,True,example.txt:43834
Briesin,1,False,example.txt:45747
Brigittae,1,False,example.txt:42263
Brixius,1,False,example.txt:28511
Broisshawic,1,False,example.txt:50593
Brolachi,1,False,example.txt:45948
Bromiowskie,1,False,example.txt:42961
Bronieuignum,1,False,example.txt:49070
Brothny,1,False,example.txt:24391
Brovsla,1,False,example.txt:20750
Broxmithego,1,False,example.txt:32994
Broziny,1,False,example.txt:38084
Brunszyn,1,True,example.txt:4998
Brunszynensis,1,True,example.txt:5001
Brusisij,1,False,example.txt:38056
Brussek,1,False,example.txt:7792
Brutorexori,1,False,example.txt:45994
Bryknerowic,2,False,example.txt:4401; example.txt:4404
Brzemin,1,True,example.txt:33766
Brzesan,2,True,example.txt:46976; example.txt:46999
Brzesanskiey,1,True,example.txt:42888
Brzesany,2,True,example.txt:47011; example.txt:47027
Brzeskowskiego,2,True,example.txt:36344; example.txt:36345
Brzesski,2,True,example.txt:25741; example.txt:40184
Brzitswei,1,True,example.txt:48793
Brzostecensis,1,True,example.txt:43582
Brzostow,1,True,example.txt:25856
Brzozow,2,True,example.txt:3960; example.txt:25813
Brzuchowicza,2,True,example.txt:22258; example.txt:22264
Bubendnika,1,False,example.txt:30000
Bubesamiey,1,False,example.txt:38305
Bubowap,1,False,example.txt:30644
Bucarka,1,False,example.txt:45792
Buczac,1,True,example.txt:742
Buczat,1,True,example.txt:1911
Buczmiskimi,1,True,example.txt:29202
Budkiem,1,False,example.txt:33914
Budmiracki,1,False,example.txt:36990
Budnej,1,False,example.txt:35941
Bugwaski,1,False,example.txt:15147
Bulatswia,1,False,example.txt:47759
Bulewski,1,False,example.txt:33036
Bulgarico,1,False,example.txt:8224
Bupstwa,1,False,example.txt:23364
Burcamerario,1,False,example.txt:19500
Burczyna,1,True,example.txt:38083
Burdario,1,False,example.txt:42071
Burdaun,1,False,example.txt:6939
Burkarzo,2,True,example.txt:7490; example.txt:7491
Burkarzowskie,1,True,example.txt:7484
Burkowey,1,False,example.txt:24835
Burrodi,1,False,example.txt:23519
Burskowid,1,False,example.txt:3226
Burson,1,False,example.txt:52793
Burtarzowskie,1,True,example.txt:7478
Busczanensi,1,True,example.txt:38378
Busczanka,1,True,example.txt:19823
Buskay,1,False,example.txt:45802
Buskoskiego,2,False,example.txt:8634; example.txt:8640
Butkowic,1,False,example.txt:1120
Butozyn,1,False,example.txt:14454
Buzczan,2,True,example.txt:38371; example.txt:38372
Bybelskanska,1,False,example.txt:38351
Bychynam,1,False,example.txt:40444
Byczanka,1,True,example.txt:37223
Byczyny,1,True,example.txt:40551
Byczyną,1,True,example.txt:40479
Bydeblu,1,False,example.txt:18941
Bydlonskich,1,False,example.txt:32031
Bydłowskiego,1,True,example.txt:26408
Bylesynski,1,False,example.txt:5023
Bylinszowska,1,True,example.txt:6960
Bylonowa,1,False,example.txt:41584
Bymianka,1,False,example.txt:18804
Bymiągnąwszy,1,True,example.txt:30198
Byrurgum,1,False,example.txt:5438
Bystek,1,False,example.txt:43693
Bystrzynskiemi,1,True,example.txt:41460
Bystrzynskim,1,True,example.txt:41461
Bystąmpinsky,1,True,example.txt:30197
Byszmucha,1,True,example.txt:23631
Bądzymu,1,True,example.txt:40623
Błohot,1,True,example.txt:22501
Błysnęła,1,True,example.txt:30499
CEMBARCIE,1,False,example.txt:22326
CHOCYSZEWSKI,1,True,example.txt:40861
CLAJCZTA,1,True,example.txt:6846
Cabrich,1,False,example.txt:1122
Cadaver,1,False,example.txt:11505
Cadaveris,1,False,example.txt:11498
Caelmski,1,False,example.txt:34378
Caeremonialibus,1,False,example.txt:22945
Caeremonias,1,False,example.txt:22947
Caethedralis,1,False,example.txt:43675
Cafaluco,1,False,example.txt:20654
Caietan,1,False,example.txt:46432
Caietani,1,False,example.txt:43245
Caleczeum,1,True,example.txt:35645
Calezem,1,False,example.txt:11530
Calicenskie,1,False,example.txt:41656
Calkarszyznie,1,True,example.txt:8942
Cambana,1,False,example.txt:40897
Cameniciae,1,False,example.txt:8726
Camienieckie,1,False,example.txt:52755
Camieńcu,1,True,example.txt:8667
Camnika,1,False,example.txt:40123
Campana,1,False,example.txt:28561
Campanas,2,False,example.txt:5906; example.txt:21480
Campanefus,1,False,example.txt:34145
Camphussore,1,False,example.txt:874
Campiana,2,False,example.txt:12627; example.txt:22821
Campiani,1,False,example.txt:23096
Campianowe,1,False,example.txt:51940
Campianus,1,False,example.txt:31714
Canalesque,2,False,example.txt:9571; example.txt:40268
Candidae,1,False,example.txt:43058
Cantifusores,2,False,example.txt:24176; example.txt:24186
Capnika,1,False,example.txt:39927
Caramellus,1,False,example.txt:13906
Caranowic,1,False,example.txt:28452
Carbonarium,1,False,example.txt:25399
Carelskiem,1,False,example.txt:24445
Carnace,1,False,example.txt:18033
Carnauio,1,False,example.txt:41575
Carnicier,1,False,example.txt:8695
Carnionatorem,1,False,example.txt:4079
Carnispriuium,2,False,example.txt:3794; example.txt:39797
Carnoxile,1,False,example.txt:120
Carsoni,1,False,example.txt:9784
Casimgris,1,False,example.txt:779
Casimiri,1,False,example.txt:1630
Casiniec,1,False,example.txt:51112
Catacalli,1,False,example.txt:43584
Catacallo,1,False,example.txt:20663
Catacalls,1,False,example.txt:43579
Catarallo,2,False,example.txt:43436; example.txt:43601
Catholickiemi,1,False,example.txt:24675
Catolikom,1,False,example.txt:22859
Cattarxeme,1,False,example.txt:22421
Catzabi,1,False,example.txt:12403
Caxifabri,1,False,example.txt:37844
Cazimira,1,False,example.txt:40429
Cbochszowey,1,True,example.txt:48058
Cebisla,1,False,example.txt:52670
Cebrykowski,1,False,example.txt:32431
Cebzryk,1,False,example.txt:32424
Cechmagistri,2,False,example.txt:36401; example.txt:37528
Cechmagistros,1,False,example.txt:14257
Cechmagri,2,False,example.txt:15217; example.txt:15644
Cechmagris,1,False,example.txt:39866
Cechmagros,2,False,example.txt:15229; example.txt:16401
Cechmiskich,1,False,example.txt:8979
Cechmistrzem,1,True,example.txt:3709
Cechmistrzow,1,True,example.txt:3711
Cechsadzia,1,True,example.txt:50538
Cechsmagistri,1,False,example.txt:32515
Celarego,1,False,example.txt:33195
Celnych,1,False,example.txt:8385
Celnym,2,False,example.txt:8351; example.txt:8369
Celnymi,1,False,example.txt:8377
Cembarij,1,False,example.txt:7555
Cementerij,1,False,example.txt:19313
Centarii,1,False,example.txt:38276
Centurces,1,False,example.txt:4907
Cerbmagros,1,False,example.txt:35658
Cereficiariam,1,False,example.txt:12827
Ceremonii,1,False,example.txt:11056
Cerevisiae,1,False,example.txt:47361
Cerkiewna,1,False,example.txt:10896
Cerkwie,1,False,example.txt:37802
Cersavi,1,False,example.txt:41717
Cersmagistros,1,False,example.txt:48929
Cessuala,1,False,example.txt:10941
Cestatowa,1,False,example.txt:11566
Cetinski,2,False,example.txt:1455; example.txt:1459
Cettner,1,False,example.txt:44241
Chalevo,1,False,example.txt:2148
Chamiec,2,False,example.txt:23679; example.txt:23680
Charabka,1,False,example.txt:3418
Charizium,1,False,example.txt:21704
Chartifusores,1,False,example.txt:24355
Chartifusorum,1,False,example.txt:24357
Chegula,1,False,example.txt:43391
Chelmno,1,False,example.txt:25793
Chelmskiemu,1,False,example.txt:34400
Chernirpsi,1,False,example.txt:1037
Chilricensis,1,False,example.txt:34732
Chixnogi,1,False,example.txt:33536
Chlostki,1,False,example.txt:47118
Chmielow,1,False,example.txt:14963
Chobrziniec,1,True,example.txt:4199
Chociazem,1,False,example.txt:24019
Chociszewski,1,True,example.txt:40862
Chodakomsski,1,False,example.txt:14361
Chodkiewic,1,False,example.txt:46784
Chodlowa,1,False,example.txt:26480
Chodoniemowicz,1,True,example.txt:27273
Chodzieiewicio,1,True,example.txt:27271
Choienski,2,False,example.txt:17395; example.txt:26730
Choienszki,1,True,example.txt:19943
Choiniszki,1,True,example.txt:19932
Chojenski,1,False,example.txt:17737
Chomicosone,1,False,example.txt:36422
Chominska,2,False,example.txt:29034; example.txt:51282
Chornic,1,False,example.txt:51280
Chorunci,1,False,example.txt:39466
Chozinski,1,False,example.txt:20887
Chozmile,1,False,example.txt:33920
Chriczko,1,True,example.txt:19240
Christoforowiczem,1,True,example.txt:18910
Christopsowej,1,False,example.txt:36306
Chrobot,1,False,example.txt:23546
Chrompliem,1,False,example.txt:41464
Chronaff,1,False,example.txt:10610
Chropkow,1,False,example.txt:29398
Chropotowski,1,False,example.txt:20934
Chrusline,1,False,example.txt:30739
Chustomoski,1,False,example.txt:12447
Chwalowna,1,False,example.txt:47735
Chwiedko,1,False,example.txt:25346
Chwycic,1,False,example.txt:49963
Cibonicij,2,False,example.txt:34062; example.txt:34067
Ciboszoniz,1,True,example.txt:27865
Cibyneli,1,False,example.txt:24431
Cichoszoniz,1,True,example.txt:27880
Cidadani,1,False,example.txt:46142
Cielecki,1,False,example.txt:28029
Cieliecki,1,False,example.txt:17945
Cielięcego,1,True,example.txt:33627
Ciesielskie,1,False,example.txt:41709
Ciesielskiego,1,False,example.txt:41710
Cieslitz,1,False,example.txt:36279
Cieszkonoszki,1,True,example.txt:21312
Cioteczne,1,True,example.txt:37681
Ciotecznego,2,True,example.txt:27902; example.txt:27909
Ciotecznem,1,True,example.txt:27894
Circossa,1,False,example.txt:27924
Cirurgica,1,False,example.txt:36234
Cirurgum,1,False,example.txt:38038
Cistiferi,1,False,example.txt:46905
Civesmagistri,1,False,example.txt:32499
Civesque,2,False,example.txt:3354; example.txt:36366
Civimagistros,1,False,example.txt:32793
Civisnen,1,False,example.txt:46142
Ciągnąc,1,True,example.txt:7396
Clarissimorum,1,False,example.txt:29343
Clarissowska,1,False,example.txt:49230
Claustre,1,False,example.txt:52140
Clembotom,1,False,example.txt:51575
Clementinarum,1,False,example.txt:13242
Clepardiensem,2,False,example.txt:14993; example.txt:14994
Clumaczka,1,True,example.txt:52926
Cmentarzu,1,True,example.txt:8947
Cobionsthinun,1,False,example.txt:25975
Cochrowskie,1,False,example.txt:23621
Coczonska,1,True,example.txt:42053
Coenobio,2,False,example.txt:40266; example.txt:52488
Coenobium,1,False,example.txt:40267
Coeszek,1,True,example.txt:51321
Cokeyze,1,False,example.txt:11544
Colanfesamina,1,False,example.txt:12876
Colbrowna,1,False,example.txt:9062
Colkelanowa,1,False,example.txt:48156
Colomeia,1,False,example.txt:8771
Colompneum,1,False,example.txt:42485
Combactatuum,1,False,example.txt:9092
Comissarski,1,False,example.txt:23390
Comissarskiego,1,False,example.txt:23368
Commercialis,1,False,example.txt:9640
Compensantes,1,False,example.txt:17514
Conceditque,1,False,example.txt:22897
Concludendum,1,False,example.txt:35530
Condemnat,1,False,example.txt:8002
Condibannik,1,False,example.txt:5719
Condorff,2,False,example.txt:11413; example.txt:11789
Confutka,1,False,example.txt:36296
Coniuchomski,1,False,example.txt:21224
Considerandum,1,False,example.txt:47972
Consistoriali,1,False,example.txt:47620
Consistorij,1,False,example.txt:14543
Consistorio,1,False,example.txt:27069
Consodale,1,False,example.txt:2121
Consortorialis,1,False,example.txt:46930
Constantinianacommigrabet,1,False,example.txt:28271
Constantinoviensis,2,False,example.txt:28264; example.txt:33794
Consulmagistri,1,False,example.txt:48319
Convisarzami,1,True,example.txt:24321
Convisarze,1,True,example.txt:24325
Cooluia,1,False,example.txt:11419
Corbuga,1,False,example.txt:27679
Cordouan,1,False,example.txt:48993
Cormaico,1,False,example.txt:4609
Corniatho,1,False,example.txt:43894
Cornifler,1,False,example.txt:41383
Corocławia,1,True,example.txt:1294
Corubezeny,1,False,example.txt:36224
Cosciente,1,False,example.txt:44712
Cosmagri,1,False,example.txt:12015
Cossiutom,1,False,example.txt:11869
Couzistofem,1,False,example.txt:26460
Cozmaesto,1,False,example.txt:29161
Craliensi,1,False,example.txt:52490
Craslawie,1,False,example.txt:42702
Crasnostauiae,1,False,example.txt:331
Cratona,1,False,example.txt:33186
Crepkowit,1,False,example.txt:11202
Creselkow,1,False,example.txt:50224
Croikonis,1,False,example.txt:14757
Croikowa,1,False,example.txt:14807
Croikowna,2,False,example.txt:14761; example.txt:14765
Cromatary,2,False,example.txt:25769; example.txt:38311
Cruisczps,2,True,example.txt:26055; example.txt:26062
Crumenarij,1,False,example.txt:33271
Crumenariorum,2,False,example.txt:29384; example.txt:33272
Crumenarios,1,False,example.txt:29373
Crumenarium,1,False,example.txt:29372
Cruszeczki,1,True,example.txt:36058
Csomianka,1,False,example.txt:36423
Csominiszka,1,True,example.txt:36428
Cswedkonem,1,False,example.txt:11424
Cswicterus,1,False,example.txt:25677
Cubicu,1,False,example.txt:13880
Cubicularij,1,False,example.txt:13810
Cubiculario,1,False,example.txt:19865
Cuchownicami,1,False,example.txt:41870
Cudzej,1,True,example.txt:30956
Culparhowien,1,False,example.txt:26320
Cummenacione,1,False,example.txt:25123
Cuncer,1,False,example.txt:45363
Cunctawa,1,False,example.txt:46383
Cunczkarz,1,True,example.txt:9899
Cunegundis,2,False,example.txt:52208; example.txt:52209
Cupientesque,1,False,example.txt:34169
Curiepala,1,False,example.txt:17533
